movieId,title,genres,Year,Movies,Genre
6350,Laputa: Castle in the Sky (TenkÃ» no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1986,Laputa: Castle in the Sky (TenkÃ» no shiro Rapyuta),Action
6355,"Girls, Les (1957)",Musical,1957,"Girls, Les",Musical
6356,Gunfight at the O.K. Corral (1957),Western,1957,Gunfight at the O.K. Corral,Western
6357,High Society (1956),Comedy|Musical|Romance,1956,High Society,Comedy
6358,Kiss Me Kate (1953),Comedy|Musical|Romance,1953,Kiss Me Kate,Comedy
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,2003,"Matrix Reloaded, The",Action
6366,Dracula: Pages from a Virgin's Diary (2001),Horror|Mystery,2001,Dracula: Pages from a Virgin's Diary,Horror
6367,Down with Love (2003),Comedy|Romance,2003,Down with Love,Comedy
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance,2002,"Spanish Apartment, The (L'auberge espagnole)",Comedy
6371,PokÃ©mon Heroes (2003),Animation|Children,2003,PokÃ©mon Heroes,Animation
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,2003,Bruce Almighty,Comedy
6374,"In-Laws, The (2003)",Comedy,2003,"In-Laws, The",Comedy
6375,Gigantic (A Tale of Two Johns) (2002),Documentary,2002,Gigantic (A Tale of Two Johns),Documentary
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,2003,Finding Nemo,Adventure
6378,"Italian Job, The (2003)",Action|Crime,2003,"Italian Job, The",Action
6379,Wrong Turn (2003),Horror|Thriller,2003,Wrong Turn,Horror
6380,Capturing the Friedmans (2003),Documentary,2003,Capturing the Friedmans,Documentary
6382,Together (Han ni Zai Yiki) (2002),Drama,2002,Together (Han ni Zai Yiki),Drama
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller,2003,"2 Fast 2 Furious (Fast and the Furious 2, The)",Action
6385,Whale Rider (2002),Drama,2002,Whale Rider,Drama
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller,1991,Once a Thief (Zong heng si hai),Action
6388,Regeneration (1997),Drama|War,1997,Regeneration,Drama
6390,Silk Stockings (1957),Musical,1957,Silk Stockings,Musical
6391,Snowball Express (1972),Children|Comedy,1972,Snowball Express,Children
6392,"Man Called Horse, A (1970)",Adventure|Drama|Western,1970,"Man Called Horse, A",Adventure
6401,Rio Lobo (1970),Adventure|Romance|War|Western,1970,Rio Lobo,Adventure
6407,"Walk, Don't Run (1966)",Comedy|Romance,1966,"Walk, Don't Run",Comedy
6409,Bend of the River (1952),Western,1952,Bend of the River,Western
6410,Car Wash (1976),Comedy,1976,Car Wash,Comedy
6411,Come September (1961),Comedy,1961,Come September,Comedy
6412,Destry Rides Again (1939),Comedy|Western,1939,Destry Rides Again,Comedy
6413,"Electric Horseman, The (1979)",Comedy|Western,1979,"Electric Horseman, The",Comedy
6416,King Rat (1965),Drama|War,1965,King Rat,Drama
6417,Live Wire (1992),Action,1992,Live Wire,Action
6422,Shenandoah (1965),Drama|War|Western,1965,Shenandoah,Drama
6423,Straight Talk (1992),Comedy,1992,Straight Talk,Comedy
6424,Oscar (1991),Comedy|Crime|Mystery|Romance,1991,Oscar,Comedy
6425,"6th Man, The (Sixth Man, The) (1997)",Comedy,1997,"6th Man, The (Sixth Man, The)",Comedy
6426,"Far Country, The (1954)",Western,1954,"Far Country, The",Western
6427,"Railway Children, The (1970)",Children|Drama,1970,"Railway Children, The",Children
6428,Two Mules for Sister Sara (1970),Comedy|War|Western,1970,Two Mules for Sister Sara,Comedy
6429,Winchester '73 (1950),Western,1950,Winchester '73,Western
6431,Battle Cry (1955),Drama|War,1955,Battle Cry,Drama
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary,1929,"Man with the Movie Camera, The (Chelovek s kino-apparatom)",Documentary
6434,"Objective, Burma! (1945)",War,1945,"Objective, Burma!",War
6436,This Boy's Life (1993),Drama,1993,This Boy's Life,Drama
6437,13 Rue Madeleine (1947),Thriller|War,1947,13 Rue Madeleine,Thriller
6439,Attack! (1956),Drama|War,1956,Attack!,Drama
6440,Barton Fink (1991),Drama|Thriller,1991,Barton Fink,Drama
6441,Battle of Britain (1969),War,1969,Battle of Britain,War
6442,Belle Ã©poque (1992),Comedy|Romance,1992,Belle Ã©poque,Comedy
6443,"Big Trail, The (1930)",Adventure|Romance|Western,1930,"Big Trail, The",Adventure
6446,"Comancheros, The (1961)",Action|Adventure|Drama|Romance,1961,"Comancheros, The",Action
6447,Duel at Diablo (1966),War,1966,Duel at Diablo,War
6448,"Flight of the Phoenix, The (1965)",Action|Adventure|Drama,1965,"Flight of the Phoenix, The",Action
6449,From the Terrace (1960),Drama,1960,From the Terrace,Drama
6450,"Heaven Knows, Mr. Allison (1957)",Drama|War,1957,"Heaven Knows, Mr. Allison",Drama
6451,"Hot Rock, The (1972)",Comedy|Crime,1972,"Hot Rock, The",Comedy
6452,"Long, Hot Summer, The (1958)",Drama,1958,"Long, Hot Summer, The",Drama
6453,Man of Aran (1934),Documentary,1934,Man of Aran,Documentary
6454,Music Box (1989),Drama,1989,Music Box,Drama
6455,North to Alaska (1960),Comedy|Western,1960,North to Alaska,Comedy
6457,Sink the Bismark! (1960),Action|Drama|War,1960,Sink the Bismark!,Action
6458,"Blue Max, The (1966)",Adventure|Drama|War,1966,"Blue Max, The",Adventure
6459,"Desert Fox, The (1951)",Drama|War,1951,"Desert Fox, The",Drama
6460,"Trial, The (ProcÃ¨s, Le) (1962)",Drama,1962,"Trial, The (ProcÃ¨s, Le)",Drama
6461,"Unforgiven, The (1960)",Drama|Western,1960,"Unforgiven, The",Drama
6464,Good Burger (1997),Children|Comedy,1997,Good Burger,Children
6466,Mississippi Masala (1991),Drama|Romance,1991,Mississippi Masala,Drama
6467,Quai des OrfÃ¨vres (Jenny Lamour) (1947),Crime|Drama,1947,Quai des OrfÃ¨vres (Jenny Lamour),Crime
6471,Defense of the Realm (1986),Thriller,1986,Defense of the Realm,Thriller
6473,Half Moon Street (1986),Drama|Thriller,1986,Half Moon Street,Drama
6476,Shattered (1991),Mystery|Thriller,1991,Shattered,Mystery
6477,"Song of Bernadette, The (1943)",Drama,1943,"Song of Bernadette, The",Drama
6478,"Life and Times of Judge Roy Bean, The (1972)",Comedy|Western,1972,"Life and Times of Judge Roy Bean, The",Comedy
6480,Thoroughly Modern Millie (1967),Comedy|Musical,1967,Thoroughly Modern Millie,Comedy
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,2003,Dumb and Dumberer: When Harry Met Lloyd,Comedy
6483,From Justin to Kelly (2003),Musical|Romance,2003,From Justin to Kelly,Musical
6484,Hollywood Homicide (2003),Action|Crime|Drama,2003,Hollywood Homicide,Action
6485,Rugrats Go Wild! (2003),Adventure|Animation|Children|Comedy,2003,Rugrats Go Wild!,Adventure
6486,"Hard Word, The (2002)",Comedy|Crime|Drama|Thriller,2002,"Hard Word, The",Comedy
6488,Jet Lag (DÃ©calage horaire) (2002),Comedy|Romance,2002,Jet Lag (DÃ©calage horaire),Comedy
6493,Alex and Emma (2003),Comedy|Drama|Romance,2003,Alex and Emma,Comedy
6495,Experiment in Terror (1962),Crime|Thriller,1962,Experiment in Terror,Crime
6497,Is Paris Burning? (Paris brÃ»le-t-il?) (1966),Drama|War,1966,Is Paris Burning? (Paris brÃ»le-t-il?),Drama
6499,Orphans of the Storm (1921),Drama,1921,Orphans of the Storm,Drama
6500,"Satanic Rites of Dracula, The (1974)",Horror,1974,"Satanic Rites of Dracula, The",Horror
6502,28 Days Later (2002),Action|Horror|Sci-Fi,2002,28 Days Later,Action
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,2003,Charlie's Angels: Full Throttle,Action
6506,Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller,2001,Fulltime Killer (Chuen jik sat sau),Action
6508,"Bank, The (2001)",Thriller,2001,"Bank, The",Thriller
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama|Romance,1974,Ali: Fear Eats the Soul (Angst essen Seele auf),Drama
6516,Anastasia (1956),Drama,1956,Anastasia,Drama
6517,"Babe, The (1992)",Drama,1992,"Babe, The",Drama
6518,Flight of the Intruder (1991),Action|War,1991,Flight of the Intruder,Action
6519,Fun with Dick and Jane (1977),Comedy,1977,Fun with Dick and Jane,Comedy
6520,Knights of the Round Table (1953),Adventure|Drama,1953,Knights of the Round Table,Adventure
6521,"Main Event, The (1979)",Comedy,1979,"Main Event, The",Comedy
6523,Mr. Baseball (1992),Comedy|Romance,1992,Mr. Baseball,Comedy
6524,Never on Sunday (Pote tin Kyriaki) (1960),Comedy|Drama,1960,Never on Sunday (Pote tin Kyriaki),Comedy
6527,Scaramouche (1952),Adventure|Romance,1952,Scaramouche,Adventure
6528,Start the Revolution Without Me (1970),Comedy,1970,Start the Revolution Without Me,Comedy
6530,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller,1976,"Tenant, The (Locataire, Le)",Drama
6531,"Hour of the Pig, The (1993)",Crime|Drama|Mystery,1993,"Hour of the Pig, The",Crime
6532,Up the Sandbox (1972),Comedy,1972,Up the Sandbox,Comedy
6533,"What's Up, Doc? (1972)",Comedy,1972,"What's Up, Doc?",Comedy
6534,Hulk (2003),Action|Adventure|Sci-Fi,2003,Hulk,Action
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,2003,"Legally Blonde 2: Red, White & Blonde",Comedy
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy,2003,Sinbad: Legend of the Seven Seas,Adventure
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,2003,Terminator 3: Rise of the Machines,Action
6538,Swimming Pool (2003),Drama|Mystery|Thriller,2003,Swimming Pool,Drama
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,2003,Pirates of the Caribbean: The Curse of the Black Pearl,Action
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,2003,"League of Extraordinary Gentlemen, The (a.k.a. LXG)",Action
6545,I Capture the Castle (2003),Drama|Romance,2003,I Capture the Castle,Drama
6547,Northfork (2003),Drama|Fantasy,2003,Northfork,Drama
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller,2003,Bad Boys II,Action
6549,How to Deal (2003),Comedy|Drama|Romance,2003,How to Deal,Comedy
6550,Johnny English (2003),Action|Comedy|Thriller,2003,Johnny English,Action
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,2002,Dirty Pretty Things,Crime
6554,Garage Days (2002),Comedy|Musical,2002,Garage Days,Comedy
6558,Curly Sue (1991),Comedy|Drama,1991,Curly Sue,Comedy
6559,Little Giants (1994),Children|Comedy,1994,Little Giants,Children
6560,Loose Cannons (1990),Action|Comedy,1990,Loose Cannons,Action
6561,"Mouse That Roared, The (1959)",Comedy|War,1959,"Mouse That Roared, The",Comedy
6562,Spencer's Mountain (1963),Comedy|Drama,1963,Spencer's Mountain,Comedy
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,2003,Lara Croft Tomb Raider: The Cradle of Life,Action
6565,Seabiscuit (2003),Drama,2003,Seabiscuit,Drama
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children,2003,Spy Kids 3-D: Game Over,Action
6567,Buffalo Soldiers (2001),Comedy|Crime|Drama|War,2001,Buffalo Soldiers,Comedy
6568,Camp (2003),Comedy|Musical,2003,Camp,Comedy
6569,Hotel (2001),Comedy,2001,Hotel,Comedy
6572,Scorched (2003),Comedy|Crime,2003,Scorched,Comedy
6573,Avanti! (1972),Comedy|Drama,1972,Avanti!,Comedy
6574,Eve of Destruction (1991),Action|Sci-Fi|Thriller,1991,Eve of Destruction,Action
6575,Gator (1976),Action|Drama,1976,Gator,Action
6579,"One, Two, Three (1961)",Comedy,1961,"One, Two, Three",Comedy
6581,"Private Life of Sherlock Holmes, The (1970)",Comedy|Drama|Mystery,1970,"Private Life of Sherlock Holmes, The",Comedy
6582,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller,1985,Remo Williams: The Adventure Begins,Action
6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",Action|Sci-Fi,1989,"Blood of Heroes, The (Salute of the Jugger, The)",Action
6584,"What's Up, Tiger Lily? (1966)",Adventure|Comedy|Crime|Thriller,1966,"What's Up, Tiger Lily?",Adventure
6586,American Wedding (American Pie 3) (2003),Comedy,2003,American Wedding (American Pie 3),Comedy
6587,Gigli (2003),Comedy|Crime|Romance,2003,Gigli,Comedy
6588,And Now... Ladies and Gentlemen... (2002),Romance|Thriller,2002,And Now... Ladies and Gentlemen...,Romance
6591,"Magdalene Sisters, The (2002)",Drama,2002,"Magdalene Sisters, The",Drama
6592,"Secret Lives of Dentists, The (2002)",Drama,2002,"Secret Lives of Dentists, The",Drama
6593,Freaky Friday (2003),Children|Comedy|Fantasy,2003,Freaky Friday,Children
6595,S.W.A.T. (2003),Action|Thriller,2003,S.W.A.T.,Action
6596,"Divorce, Le (2003)",Comedy|Drama|Romance,2003,"Divorce, Le",Comedy
6597,"Princess Blade, The (Shura Yukihime) (2001)",Action|Sci-Fi,2001,"Princess Blade, The (Shura Yukihime)",Action
6598,Step Into Liquid (2002),Documentary,2002,Step Into Liquid,Documentary
6599,Accattone (1961),Drama,1961,Accattone,Drama
6602,Brain Damage (1988),Comedy|Horror,1988,Brain Damage,Comedy
6603,"Double Life, A (1947)",Crime|Drama|Film-Noir,1947,"Double Life, A",Crime
6605,"Man in the Glass Booth, The (1975)",Drama,1975,"Man in the Glass Booth, The",Drama
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama,1964,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il)",Drama
6611,Umberto D. (1952),Drama,1952,Umberto D.,Drama
6613,"Day of the Dolphin, The (1973)",Drama,1973,"Day of the Dolphin, The",Drama
6614,I Love You to Death (1990),Comedy|Crime,1990,I Love You to Death,Comedy
6615,Freddy vs. Jason (2003),Action|Horror|Thriller,2003,Freddy vs. Jason,Action
6616,Grind (2003),Action|Comedy,2003,Grind,Action
6617,Open Range (2003),Western,2003,Open Range,Western
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,2001,Shaolin Soccer (Siu lam juk kau),Action
6619,Uptown Girls (2003),Comedy,2003,Uptown Girls,Comedy
6620,American Splendor (2003),Comedy|Drama,2003,American Splendor,Comedy
6622,Carnages (a.k.a. Carnage) (2002),Drama,2002,Carnages (a.k.a. Carnage),Drama
6623,Passionada (2002),Comedy|Romance,2002,Passionada,Comedy
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy,2003,Agent Cody Banks,Action
6626,"Cemetery Club, The (1993)",Comedy|Drama|Romance,1993,"Cemetery Club, The",Comedy
6628,Hot Dog... The Movie (1984),Comedy,1984,Hot Dog... The Movie,Comedy
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller,1953,House of Wax,Crime
6630,"Inn of the Sixth Happiness, The (1958)",Adventure|Drama,1958,"Inn of the Sixth Happiness, The",Adventure
6634,Rowing with the Wind (Remando al viento) (1988),Drama|Romance,1988,Rowing with the Wind (Remando al viento),Drama
6635,"Rachel Papers, The (1989)",Drama|Romance,1989,"Rachel Papers, The",Drama
6636,"Sure Thing, The (1985)",Comedy|Romance,1985,"Sure Thing, The",Comedy
6637,Thrashin' (1986),Action|Drama,1986,Thrashin',Action
6638,Valley Girl (1983),Comedy|Romance,1983,Valley Girl,Comedy
6639,Wait Until Dark (1967),Drama|Thriller,1967,Wait Until Dark,Drama
6642,Showdown in Little Tokyo (1991),Action|Crime,1991,Showdown in Little Tokyo,Action
6643,Tokyo Story (TÃ´kyÃ´ monogatari) (1953),Drama,1953,Tokyo Story (TÃ´kyÃ´ monogatari),Drama
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,1971,THX 1138,Action
6647,"Business of Fancydancing, The (2002)",Drama,2002,"Business of Fancydancing, The",Drama
6650,Kind Hearts and Coronets (1949),Comedy|Drama,1949,Kind Hearts and Coronets,Comedy
6651,Ash Wednesday (2002),Crime|Drama,2002,Ash Wednesday,Crime
6652,Joe Kidd (1972),Western,1972,Joe Kidd,Western
6657,"Beast from 20,000 Fathoms, The (1953)",Sci-Fi,1953,"Beast from 20,000 Fathoms, The",Sci-Fi
6658,10 (1979),Comedy|Romance,1979,10,Comedy
6659,Tremors (1990),Comedy|Horror|Sci-Fi,1990,Tremors,Comedy
6660,"Red Shoes, The (1948)",Drama|Fantasy|Musical|Romance,1948,"Red Shoes, The",Drama
6662,"Pink Panther, The (1963)",Comedy|Crime,1963,"Pink Panther, The",Comedy
6663,"Pink Panther Strikes Again, The (1976)",Comedy|Crime,1976,"Pink Panther Strikes Again, The",Comedy
6664,Commando (1985),Action|Adventure,1985,Commando,Action
6665,Dracula (1979),Horror|Romance,1979,Dracula,Horror
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,1972,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",Comedy
6667,Waco: The Rules of Engagement (1997),Documentary,1997,Waco: The Rules of Engagement,Documentary
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama|Romance,1999,"Road Home, The (Wo de fu qin mu qin)",Drama
6669,Ikiru (1952),Drama,1952,Ikiru,Drama
6671,"Angel at My Table, An (1990)",Drama,1990,"Angel at My Table, An",Drama
6672,War Photographer (2001),Documentary|War,2001,War Photographer,Documentary
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,1990,"Handmaid's Tale, The",Drama
6679,Revolution OS (2001),Documentary,2001,Revolution OS,Documentary
6682,Earth (1998),Drama|War,1998,Earth,Drama
6683,Fire (1996),Drama,1996,Fire,Drama
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,1971,Death in Venice (Morte a Venezia),Drama
6685,Marci X (2003),Comedy|Musical,2003,Marci X,Comedy
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy,2003,"Medallion, The",Action
6687,My Boss's Daughter (2003),Comedy|Romance,2003,My Boss's Daughter,Comedy
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery,2001,Don't Tempt Me (Sin noticias de Dios),Comedy
6695,Jeepers Creepers 2 (2003),Horror|Thriller,2003,Jeepers Creepers 2,Horror
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,2002,Bollywood/Hollywood,Comedy
6699,Once Upon a Time in the Midlands (2002),Drama,2002,Once Upon a Time in the Midlands,Drama
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Comedy|Drama|Musical|Romance,2002,"Other Side of the Bed, The (Otro lado de la cama, El)",Comedy
6701,Zero Day (2002),Drama,2002,Zero Day,Drama
6703,"Order, The (2003)",Horror|Mystery|Thriller,2003,"Order, The",Horror
6707,Cabin Fever (2002),Horror|Thriller,2002,Cabin Fever,Horror
6708,Matchstick Men (2003),Comedy|Crime|Drama,2003,Matchstick Men,Comedy
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,2003,Once Upon a Time in Mexico,Action
6710,Dummy (2002),Comedy|Drama|Romance,2002,Dummy,Comedy
6711,Lost in Translation (2003),Comedy|Drama|Romance,2003,Lost in Translation,Comedy
6713,Millennium Actress (Sennen joyÃ») (2001),Animation|Drama|Romance,2001,Millennium Actress (Sennen joyÃ»),Animation
6714,So Close (Chik Yeung Tin Sai) (2002),Action|Comedy|Romance|Thriller,2002,So Close (Chik Yeung Tin Sai),Action
6720,Kuffs (1992),Action|Comedy|Crime,1992,Kuffs,Action
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,1991,Once Upon a Time in China (Wong Fei Hung),Action
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,1992,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,1993,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba),Action
6724,Paper Moon (1973),Comedy|Crime|Drama,1973,Paper Moon,Comedy
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure|Musical,1978,Sgt. Pepper's Lonely Hearts Club Band,Adventure
6728,"Ugly American, The (1963)",Drama,1963,"Ugly American, The",Drama
6729,"Bostonians, The (1984)",Drama|Romance,1984,"Bostonians, The",Drama
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,1985,Day of the Dead,Horror
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,1969,"Hello, Dolly!",Comedy
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller,1992,Memoirs of an Invisible Man,Comedy
6735,"Rose, The (1979)",Drama,1979,"Rose, The",Drama
6736,See No Evil (1971),Crime|Drama|Horror|Thriller,1971,See No Evil,Crime
6740,Bingo (1991),Adventure|Comedy,1991,Bingo,Adventure
6743,Jungle Book (1942),Adventure|Fantasy,1942,Jungle Book,Adventure
6744,Once Bitten (1985),Comedy|Horror,1985,Once Bitten,Comedy
6746,Squirm (1976),Horror|Romance,1976,Squirm,Horror
6747,"Adventures of Huckleberry Finn, The (1960)",Adventure|Children,1960,"Adventures of Huckleberry Finn, The",Adventure
6748,"Brood, The (1979)",Horror,1979,"Brood, The",Horror
6749,"Prince and the Pauper, The (1937)",Adventure|Drama,1937,"Prince and the Pauper, The",Adventure
6750,Anything Else (2003),Comedy|Drama|Romance,2003,Anything Else,Comedy
6751,Cold Creek Manor (2003),Drama|Thriller,2003,Cold Creek Manor,Drama
6753,Secondhand Lions (2003),Children|Comedy|Drama,2003,Secondhand Lions,Children
6754,Underworld (2003),Action|Fantasy|Horror,2003,Underworld,Action
6755,Bubba Ho-tep (2002),Comedy|Horror,2002,Bubba Ho-tep,Comedy
6759,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),Crime|Thriller,2002,Close Your Eyes (Hypnotic) (Doctor Sleep),Crime
6760,In This World (2002),Adventure|Drama,2002,In This World,Adventure
6763,Duplex (2003),Comedy|Crime,2003,Duplex,Comedy
6764,"Rundown, The (2003)",Action|Adventure|Comedy,2003,"Rundown, The",Action
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,2003,Under the Tuscan Sun,Comedy
6768,Luther (2003),Drama,2003,Luther,Drama
6772,To Be and to Have (ÃŠtre et avoir) (2002),Documentary,2002,To Be and to Have (ÃŠtre et avoir),Documentary
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,2003,"Triplets of Belleville, The (Les triplettes de Belleville)",Animation
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,1983,Videodrome,Fantasy
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance,2001,Lagaan: Once Upon a Time in India,Comedy
6777,Judgment at Nuremberg (1961),Drama,1961,Judgment at Nuremberg,Drama
6778,Journey of Hope (Reise der Hoffnung) (1990),Drama,1990,Journey of Hope (Reise der Hoffnung),Drama
6779,"Same Time, Next Year (1978)",Comedy|Drama|Romance,1978,"Same Time, Next Year",Comedy
6780,"Brief History of Time, A (1991)",Documentary,1991,"Brief History of Time, A",Documentary
6783,"Rules of the Game, The (La rÃ¨gle du jeu) (1939)",Comedy|Drama,1939,"Rules of the Game, The (La rÃ¨gle du jeu)",Comedy
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western,1954,Seven Brides for Seven Brothers,Comedy
6786,Kiss of the Spider Woman (1985),Drama,1985,Kiss of the Spider Woman,Drama
6787,All the President's Men (1976),Drama|Thriller,1976,All the President's Men,Drama
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,2001,Avalon,Drama
6791,Babette's Feast (Babettes gÃ¦stebud) (1987),Drama,1987,Babette's Feast (Babettes gÃ¦stebud),Drama
6793,Beethoven (1992),Children|Comedy|Drama,1992,Beethoven,Children
6794,Beethoven's 2nd (1993),Children|Comedy,1993,Beethoven's 2nd,Children
6795,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller,1986,Black Moon Rising,Action
6796,Boyz N the Hood (1991),Crime|Drama,1991,Boyz N the Hood,Crime
6797,Bugsy (1991),Crime|Drama,1991,Bugsy,Crime
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical,1976,Bugsy Malone,Children
6800,Cobra (1986),Action|Crime,1986,Cobra,Action
6802,Consenting Adults (1992),Thriller,1992,Consenting Adults,Thriller
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,1985,Phenomena (a.k.a. Creepers),Horror
6805,Crying Freeman (1995),Action|Crime|Thriller,1995,Crying Freeman,Action
6806,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller,2000,Time and Tide (Seunlau Ngaklau),Action
6807,Monty Python's The Meaning of Life (1983),Comedy,1983,Monty Python's The Meaning of Life,Comedy
6808,Where Eagles Dare (1968),Action|Adventure|War,1968,Where Eagles Dare,Action
6809,Tightrope (1984),Thriller,1984,Tightrope,Thriller
6810,Sleeping with the Enemy (1991),Drama|Thriller,1991,Sleeping with the Enemy,Drama
6811,PCU (1994),Comedy,1994,PCU,Comedy
6812,"Rookie, The (1990)",Action|Comedy|Thriller,1990,"Rookie, The",Action
6815,Into the Night (1985),Action|Comedy|Drama|Thriller,1985,Into the Night,Action
6816,Three O'Clock High (1987),Comedy,1987,Three O'Clock High,Comedy
6817,"White Hunter, Black Heart (1990)",Adventure|Drama,1990,"White Hunter, Black Heart",Adventure
6818,Come and See (Idi i smotri) (1985),Drama|War,1985,Come and See (Idi i smotri),Drama
6819,"Rage in Harlem, A (1991)",Crime,1991,"Rage in Harlem, A",Crime
6820,Ginger Snaps (2000),Drama|Horror|Thriller,2000,Ginger Snaps,Drama
6821,More American Graffiti (1979),Comedy,1979,More American Graffiti,Comedy
6823,Under Suspicion (1992),Crime|Drama|Thriller,1992,Under Suspicion,Crime
6827,It's Pat (1994),Comedy,1994,It's Pat,Comedy
6828,"Sunday in the Country, A (Un dimanche Ã  la campagne) (1984)",Drama,1984,"Sunday in the Country, A (Un dimanche Ã  la campagne)",Drama
6830,Sudden Fear (1952),Film-Noir|Horror|Thriller,1952,Sudden Fear,Film-Noir
6832,Regarding Henry (1991),Drama,1991,Regarding Henry,Drama
6837,Love Affair (1939),Comedy|Drama|Romance,1939,Love Affair,Comedy
6840,"Hospital, The (1971)",Comedy|Drama,1971,"Hospital, The",Comedy
6842,Images (1972),Drama|Fantasy|Horror,1972,Images,Drama
6843,Eureka (1986),Drama,1986,Eureka,Drama
6850,Leap of Faith (1992),Comedy|Drama,1992,Leap of Faith,Comedy
6852,In Cold Blood (1967),Crime|Drama,1967,In Cold Blood,Crime
6854,"Bedford Incident, The (1965)",Drama|Thriller|War,1965,"Bedford Incident, The",Drama
6856,Yankee Doodle Dandy (1942),Drama|Musical,1942,Yankee Doodle Dandy,Drama
6857,Ninja Scroll (JÃ»bei ninpÃ»chÃ´) (1995),Action|Adventure|Animation|Fantasy,1995,Ninja Scroll (JÃ»bei ninpÃ»chÃ´),Action
6858,Knife in the Water (NÃ³z w wodzie) (1962),Drama,1962,Knife in the Water (NÃ³z w wodzie),Drama
6859,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Drama|Fantasy,1941,"Devil and Daniel Webster, The (All That Money Can Buy)",Drama
